N°;Id annuaire;Nom;TAB;Adresse;CP;Ville;Tel;Fax;Email;Site;Description
1040030000;7408;Atmosp'Hair;TAB;11, r. Doct Ramon;94000;Créteil;01 43 39 16 98;;;;
1040030000;7409;Beauty Black Extension;TAB;6, pl. Abbaye;94000;Créteil;01 43 39 00 30;;;;
1040030000;7410;Caprice Coiffure;TAB;15, pl. Gabriel Faure - Ccial Kennedy;94000;Créteil;01 43 39 23 03;;;;
1040030000;14467;City Hair;TAB;143, rue Cheret;94000;Créteil;09 53 33 52 29;;hairshopping@free.fr;;Nouveau sur Créteil, Coiffeur mixte : Sans rendez-vous, la coiffure à petits prix ! Ouvert du mardi au samedi de 09h30 à 19h00
1040030000;7411;Coiff et Co;TAB;Ccial l'Echat ;94000;Créteil;01 49 80 45 11;;;;
1040030000;7412;Coiffure Myriam;TAB;25, av. Pierre Brossolette;94000;Créteil;01 42 07 33 78;;;;
1040030000;7413;Coiffure S;TAB;25, r. Mèches;94000;Créteil;01 48 99 36 38;;;;
1040030000;7414;Coste Pascal;TAB;CCR Créteil Soleil - porte 14;94000;Créteil;01 43 39 25 47;;;;
1040030000;7415;Elite Artiste Coiffeur;TAB;20, r. Gén. Leclerc;94000;Créteil;01 49 81 05 52;;;;
1040030000;7416;F B C;TAB;3, r. du Sentier des Attripes;94000;Créteil;01 43 77 41 84;;;;
1040030000;7417;Fabio Salsa;TAB;CCR Créteil Soleil;94000;Créteil;01 43 99 41 17;;;;
1040030000;7418;Franck Provost;TAB;CCR Créteil Soleil;94000;Créteil;01 49 80 03 27;;;;
1040030000;7419;Frise Défrise;TAB;18, av. Mar. de Lattre de Tassigny;94000;Créteil;01 42 07 27 89;;;;
1040030000;7420;Gardenia Beauté;TAB;23, av. Dr Paul Casalis;94000;Créteil;01 48 99 28 32;;;;
1040030000;7421;Jules et Julie Coiffure;TAB;CCR Créteil Soleil;94000;Créteil;01 43 99 49 98;;;;
1040030000;7422;Kanellia;TAB;49, all. Toison d'Or;94000;Créteil;01 43 99 55 27;;;;
1040030000;7423;La Brécherie;TAB;13, r. Gén. de Larminat;94000;Créteil;01 49 80 19 62;;;;
1040030000;7424;Les Mille Et Une Coupes;TAB;21, all. Commerce;94000;Créteil;01 43 39 62 13;;;;
1040030000;7425;Mèche à Mèche;TAB;114, r. Gén. Leclerc;94000;Créteil;01 42 07 52 74;;;;
1040030000;7426;Navarro;TAB;25, villa du Petit Parc;94000;Créteil;09 75 74 77 52;;;;
1040030000;7427;Nawel's;TAB;29, all. Parmentier;94000;Créteil;01 42 07 30 16;;;;
1040030000;7428;Nino Valentini;TAB;30, av. Mar Lyautey - Ccial La Levrière;94000;Créteil;01 48 99 50 24;;;;
1040030000;7429;Niwel;TAB;CCR Créteil Soleil;94000;Créteil;01 43 99 41 17;;;;
1040030000;7430;Piazza Martine;TAB;51, av. Mar. de Lattre de Tassigny;94000;Créteil;01 48 98 45 68;;;;
1040030000;7431;Quick Coiffure;TAB;13, r. d'Estienne d'Orves;94000;Créteil;01 42 07 40 20;;;;
1040030000;7432;Reale Coiffure;TAB;9, r. Gén. de Larminat;94000;Créteil;01 49 80 08 53;;;;
1040030000;7433;Roll hair;TAB;35, r. Paris;94000;Créteil;01 42 07 45 72;;;;
1040030000;7434;Salon Betty;TAB;18, r. Jules Michelet;94000;Créteil;01 42 07 96 10;;;;
1040030000;7435;Salon Pierre-Yves Lilas;TAB;17, all. Parmentier;94000;Créteil;01 41 78 62 07;;;;
1040030000;7436;Serge Coiffure;TAB;9, av. Gén. Pierre Billotte;94000;Créteil;01 43 99 41 54;;;;
1040030000;7437;Stellina Coiffure;TAB;11, r. Falkirk - Bât H2;94000;Créteil;01 43 77 54 85;;;;
1040030000;7438;Studio Colors;TAB;115, r. Chéret;94000;Créteil;01 49 81 95 92;;;;
1040030000;7439;Studio Colors;TAB;13, r. Gén. Leclerc;94000;Créteil;01 49 81 71 01;;;;
1040030000;7440;Tchip Coiffure Lutèce;TAB;1, r. Mèches;94000;Créteil;01 48 99 05 07;;;;
1040030000;7441;Teiss;TAB;69, r. Gén. Leclerc;94000;Créteil;01 42 07 29 68;;;;
1040030000;7442;Theves Alain;TAB;9, r. Gén. Leclerc;94000;Créteil;01 42 07 94 50;;;;
1040030000;7443;Val de Marne Coiffure;TAB;10, r. Gén. Leclerc;94000;Créteil;01 42 07 21 04;;;;
1040030000;7444;Victoria'M;TAB;13, av. Gén. Pierre Billotte;94000;Créteil;01 43 39 58 59;;;;
1040040000;Coiffure, Esthétique à Domicile;;;;;;;;;;
1040040000;7445;Ange Coiffure;TAB;25, villa Petit Parc;94000;Créteil;01 48 98 37 77;;;;
1040040000;7446;Bonnard Sophie;TAB;136, av. Laferrière;94000;Créteil;01 80 51 17 29;;;;
1040040000;7447;Frediani Claire;TAB;115, av. Gén. de Gaulle;94000;Créteil;06 25 30 06 73;;;;
1040040000;7448;Hoang Co Thuy Kim Vân;TAB;3, r. Maurice Déménitroux;94000;Créteil;09 51 71 01 83;;;;
1040040000;14482;Serge Coiffure;TAB;à votre domicile ou sur votre lieu de travail;;;06 14 09 83 41;;;;
1040050000;Hammam;;;;;;;;;;
1040050000;7449;Fitness Story;TAB;CCR Créteil Soleil;94000;Créteil;01 43 77 00 00;;;;
1040050000;7450;Gardenia Beauté;TAB;23, av. Dr Paul Casalis;94000;Créteil;01 48 99 28 32;;;;
1040050000;7451;Hammam l'Olivier;TAB;4, r. Jean Gabin;94000;Créteil;01 48 99 22 06;;;;
1040050000;7452;Jolly Fluo;TAB;1, av. du Gén. de Gaulle;94000;Créteil;01 43 77 72 72;;;;
1040050000;14508;L'Île de Beauté;TAB;13, av. du Gén. Pierre Billotte;94000;Créteil;01 43 99 41 60;;;;
1040060000;Instituts de Beauté;;;;;;;;;;
1040060000;7453;Banyan SPA;TAB;pl. de l'Europe;94000;Créteil;01 43 77 20 69;;;;
1040060000;7454;Beauté Village;TAB;34, r. Gén. Leclerc;94000;Créteil;01 48 99 51 36;;;;
1040060000;7455;Beauté Yana;TAB;1, r. François Mansard;94000;Créteil;01 42 07 05 82;;;;
1040060000;7456;Bioglamour Centre de Beauté;TAB;9, pass. Image St Martin;94000;Créteil;01 48 99 53 47;;;;
1040060000;7457;Body Minute;TAB;CCR Créteil Soleil;94000;Créteil;01 49 56 19 94;;;;
1040060000;7458;Byblos Institut;TAB;115, r. Chéret;94000;Créteil;01 48 98 13 32;;;;
1040060000;7459;Cil Leader;TAB;58, av. Pierre Brossolette;94000;Créteil;01 45 17 28 83;;;;
1040060000;7460;Club Beauté;TAB;1, r. Gén. de Larminat;94000;Créteil;01 49 80 09 23;;;;
1040060000;7463;En corps plus belle;TAB;8, r. d'Estienne d'Orves;94000;Créteil;01 42 07 01 65;;;;Institut de beauté et Centre de Bien-Être ouvert du mardi au samedi de 10h à 19h (sans interruption) vous propose un large éventail de soins : - Soins du visage et du corps - Épilations - Beauté des mains - Beauté des pieds - Hammam - Détente - Amincissement - Cellu M6 -20% le mercredi pour les étudiants Parking gratuit 3h
1040060000;7461;Epile ou Face;TAB;Ccial Levrière;94000;Créteil;01 48 99 69 61;;;;
1040060000;7462;Gardenia Beauté;TAB;23, av. Dr Paul Casalis;94000;Créteil;01 48 99 28 32;;;;
1040060000;7464;Institut Nawel's;TAB;13, all. Parmentier;94000;Créteil;01 48 99 07 96;;;;
1040060000;7465;Jackye Parfums;TAB;159 bis, r. Gén. Leclerc;94000;Créteil;01 48 98 16 94;;;;
1040060000;7466;Jolly Fluo;TAB;1, av. Gén. de Gaulle;94000;Créteil;01 43 77 72 72;;;;
1040060000;14508;L'Île de Beauté;TAB;13, av. du Gén. Pierre Billotte;94000;Créteil;01 43 99 41 60;;;;
1040060000;7467;Labo Bio Végétal Yves Rocher;TAB;CCR Créteil Soleil;94000;Créteil;01 49 80 02 61;;;;
1040060000;7468;Lady Moving;TAB;92, av. du Général de Gaulle - c.cial Echat;94000;Créteil;01 49 80 18 29;;;;
1040060000;7469;Solisun;TAB;13, av. Gén. Pierre Billotte;94000;Créteil;01 43 77 62 87;;;;
1040060000;7470;Un Soin d'Avance;TAB;CCR Créteil Soleil;94000;Créteil;01 58 43 01 25;;;;
1040070000;Relaxation;;;;;;;;;;
1040070000;7471;Easymassage;TAB;13, r. Antoine Lavoisier;94000;Créteil;01 41 78 82 53;;;;
1040070000;7463;En corps plus belle;TAB;8, r. d'Estienne d'Orves;94000;Créteil;01 42 07 01 65;;;;Institut de beauté et Centre de Bien-Être ouvert du mardi au samedi de 10h à 19h (sans interruption) vous propose un large éventail de soins : - Soins du visage et du corps - Épilations - Beauté des mains - Beauté des pieds - Hammam - Détente - Amincissement - Cellu M6 -20% le mercredi pour les étudiants Parking gratuit 3h
1040070000;7472;Les Sens Du Corps;TAB;6, r. Batillages;94000;Créteil;06 12 19 35 17;;;;
1040070000;7166;Voronine N. Eliette;TAB;17, villa du Petit Parc;94000;Créteil;01 42 07 97 83;;;www.psy-voronine.fr;Diplômée de la faculté de Paris 7. Psychologue clinicienne, Psychanalyste => Thérapie Enfants - Adolescents - Adultes
70000000;Culture et Loisirs;;;;;;;;;;
70020000;Anciens Combattants;;;;;;;;;;
70020000;6385;Comité d'Entente des Anciens Combattants de Créteil;TAB;pl. Dunant - Maison du Combattant;94000;Créteil;01 42 07 31 82;;;;Organisation des cérémonies commémoratives. Regroupement des associations d'Anciens Combattants. Liste des associations adhérentes au Comité d'entente : Anciens combattants prisonniers de guerre, combattants Algérie, Tunisie, Maroc. Comité national du Cherche-Midi. Deuxième DB. Fédération
70030000;Artothèques,;;;;;;;;;;
70040000;Associations, Clubs, Ecoles;;;;;;;;;;
70040000;6394;A.D.P.C.E.P (Amicale de défense de la pêche et de l'environnement du lac de Créteil);TAB;Maison des Associations;94000;Créteil;06 30 21 86 15;;;;Veille et entretien des abords du lac.
70040000;6395;A.M.U.S.E.T.O.I.;TAB;100, r. Juliette Savar - MJC du Mont-Mesly;94000;Créteil;06 83 85 88 41;;;;Animation musicale, scientifique et technique
70040000;6396;ACSP (Association culturelle et sportive des Planètes);TAB;56, r. de Mayenne;94000;Créteil;01 42 07 52 67;;;;Chant, danse classique, danse de salon, danse country, claquettes, gymnastique volontaire, tennis de table (de détente).
70040000;6397;AFIFF (Association du Festival international de films de femmes);TAB;Maison des Arts;94000;Créteil;01 49 80 38 98;;;;Organisation du Festival, stages vidéo, projections dans les quartiers, stage de formation pour les Enseignants, animations d'ateliers ('Collèges et lycées au cinéma'), centre de ressources et de documentation Iris, productions de 250 'Leçons de cinéma', conférences. Le 34e Festival aura lie
70040000;6398;AMA (Association des amis de la Maison des Arts);TAB;Maison des Arts;94000;Créteil;01 48 99 78 58;;;;Activité culturelle, sorties arts, théâtre autour de la programmation de la Mac.
70040000;6399;ASBCA (Association pour la sauvegarde du Bras-du-Chapitre et de ses abords);TAB;28, all. Centrale;94000;Créteil;01 41 78 60 24;;;;Sauvegarde et vigilance du milieu naturel du Bras-du-Chapitre. Nettoyage du Bras-du-Chapitre, Brocante des îles, trocs plantes et livres (mi-mai), Parcs et Jardins en fête, défilé de Noël pour les enfants, fête de l'association en juin.
70040000;6400;Association Amicale du Petit Prince (AAPP);TAB;6, bd. Pablo Picasso;94000;Créteil;01 48 98 12 84;;;;Anciens élèves, personnels et amis du lycée Saint-Exupéry. Activités culturelles, d'entraide et de convivialité. Publication trimestrielle d'un bulletin de liaison et d'information.
70040000;6401;Association de gestion de la Maison des Arts;TAB;pl. Salvador Allende, Maison des Arts;94000;Créteil;01 45 13 19 19;;;;Equipement de diffusion et création théâtre, danse, musique, images..
70040000;6402;Association les paniers de Créteil;TAB;Centre socioculturel Madeleine Rebérioux;94000;Créteil;01 58 35 58 54;;;;Livraison, chaque semaine, de paniers de fruits et légumes bio. Animations, projections, débats liés à l'environnement, l'agriculture biologique, le jardinage, la santé.
70040000;6403;Association Nature & Société;TAB;9, r. Jean Gabin - Maison de la Nature;94000;Créteil;01 48 98 98 03;;;;Actions de sensibilisation au développement durable, de protection de la nature et d'éducation à l'environnement, pour publics jeunes et adultes.
70040000;6404;Association Odyssée;TAB;Centre socioculturel Kennedy;94000;Créteil;01 48 98 37 89;;;;Arts plastiques, calligraphie, expression corporelle, anglais.
70040000;6405;Association pour la communication littéraire, artistique et musicale (ACLAM);TAB;16, r. de Bellevue;94000;Créteil;01 48 98 08 28;;;;Cours de niveau secondaire et universitaire destinés à tous les publics.
70040000;6406;Centre chorégraphique national de Créteil et du Val-de-Marne;TAB;Maison des Arts;94000;Créteil;01 56 71 13 20;;;;Production et diffusion de spectacles chorégraphiques, sensibilisation à l'art chorégraphique (ateliers, rencontres'). Accueil de compagnies en résidence.
70040000;6407;Compagnie les Mistons;TAB;100, r. Juliette-Savar;94000;Créteil;01 48 98 39 38;;;;Production et diffusion de spectacles. Animation d'ateliers théâtre. Accueil de bénévoles, atelier couture. Organisation d'évènements pour la Ville de Créteil.
70040000;6408;Filles et fils de la République (FFR);TAB;43, r. Maurice Déménitroux;94000;Créteil;;;;;Éducation populaire (conférences, débats') et artistique (théâtre, expositions') en faveur de la citoyenneté.
70040000;6409;La Boîte aux courts;TAB;17, av.Georges Duhamel;94000;Créteil;06 87 46 86 95;;;;Réalisation, production, diffusion d''uvres audiovisuelles.
70040000;6410;Lettrances;TAB;57, r. du Gén. Leclerc - MJC Village;94000;Créteil;01 48 99 38 03;;;;
70040000;6411;Maison des Arts de Créteil (Spectacles, Expos, Musique,Théatre ...);TAB;pl. Salvador Allende;94000;Créteil;01 45 13 19 19;;;;
70040000;6412;Université Inter-Âges de Créteil et du Val-de-Marne;TAB;6, pl. de l'Abbaye;94000;Créteil;01 45 13 24 45;;;;Conférences, cours, ateliers et visites de musées pour enrichir sa culture personnelle et acquérir des connaissances quel que soit le niveau d'études initial.
70040000;6413;Université Inter-Âges de Créteil et du Val-de-Marne;TAB;6, pl. de l'Abbaye;94000;Créteil;01 45 13 24 45;;;;Conférences, cours, ateliers et visites de musées pour enrichir sa culture personnelle et acquérir des connaissances quel que soit le niveau d'études initial.
70050000;Bibliobus;;;;;;;;;;
70050000;6387;Bibliobus;TAB;22, r. de Mesly;94000;Créteil;01 41 94 30 11;;;;
70060000;Bibliothèque;;;;;;;;;;
70060000;6388;Biblibleuets;TAB;pl. des Bouleaux;94000;Créteil;01 48 99 60 87;;;;
70060000;6389;Bibliothèque de la Croix des Mèches;TAB;2, r. Charpy;94000;Créteil;01 42 07 62 82;;;;
70060000;6390;Bibliothèque de la Habette;TAB;pl. de La Habette;94000;Créteil;01 43 39 13 53;;;;
70060000;6391;Bibliothèque Village;TAB;5, av. de Verdun;94000;Créteil;01 41 94 31 50;;;;
70060000;6392;Bibliothèque-Discothèque de la Maison des Arts;TAB;pl. Salvador Allende;94000;Créteil;01 43 77 51 61;;;;
70060000;6393;Bibliothèque-Vidéothèque Albert-Doyen;TAB;r. Albert Doyen;94000;Créteil;01 43 77 65 07;;;;
70070000;Cinéma;;;;;;;;;;
70070000;6520;Festival International de Films de Femmes de Créteil;TAB;pl. Salvador Allende - Maison des Arts A. Malraux;94000;Créteil;01 49 80 38 98;;;;Organisé depuis plus de 30 ans à Créteil, le Festival international de films de femmes est une rencontre très fréquentée qui, chaque année au printemps, révèle une production riche et inédite, avec des réalisatrices venues du monde entier.
70070000;6521;La Lucarne;TAB;100, r. Juliette Savar;94000;Créteil;01 43 77 58 60;;;;
70070000;6522;Les Cinémas du Palais-Armand-Badéyan;TAB;40, all. Parmentier;94000;Créteil;01 42 07 60 98;;;;Répondeur : 08 92 68 91 23
70070000;6523;UGC Ciné Cité Créteil;TAB;CCR Créteil Soleil;94000;Créteil;0 892 700 000;;;;
70080000;Comité de Jumelage;;;;;;;;;;
70080000;6524;Comité de Jumelage;TAB;3, esplanade des Abymes;94000;Créteil;01 49 80 55 64;;;;Kyriat-Yam (Israël) depuis 1978. Les Abymes (Guadeloupe) depuis 1981. Cotonou (Bénin) depuis 1986. Salzgitter (Allemagne) depuis 1982. Falkirk (Ecosse, Royaume-Uni) depuis 1983. Mataró (Catalogne, Espagne) depuis 1991. Gümri (Arménie) depuis 1998. Playa (Cuba) depuis 2003
70090000;Conservatoire;;;;;;;;;;
70090000;6525;Conservatoire à rayonnement départemental Marcel-Dadi de Créteil;TAB;2-4, r. Déménitroux;94000;Créteil;01 56 72 10 10;;;;
70100000;Espace Multimédia;;;;;;;;;;
70110000;Galeries;;;;;;;;;;
70110000;6535;Galerie d'art de Créteil;TAB;10, av. François Mitterrand;94000;Créteil;01 49 56 13 10;;;;
70120000;Librairies;;;;;;;;;;
70120000;6527;Fnac;TAB;Ccial Créteil Soleil;94000;Créteil;0 825 02 00 20;;;;
70120000;6528;France Loisirs;TAB;Ccial Créteil Soleil;94000;Créteil;01 49 80 04 43;;;;
70120000;6529;Guallarano Jacques;TAB;12, all. Commerce;94000;Créteil;01 43 39 34 45;;;;
70120000;6530;L'écritoire du Vilage;TAB;39, r. du Gén. Leclerc;94000;Créteil;01 42 07 22 70;;;;
70120000;6531;La Maison De La Presse;TAB;28, r. Gén. Leclerc;94000;Créteil;01 42 07 18 23;;;;
70120000;6532;Librairie Averroes (Mosquée Sahaba);TAB;4, r. Jean Gabin;94000;Créteil;01 43 39 43 74;;;;
70120000;6533;Librairie Joyen;TAB;74 bis, r. Gén. Leclerc;94000;Créteil;01 42 07 48 16;;;;
70120000;6534;Ness;TAB;60, av. Gén. Pierre Billotte;94000;Créteil;01 43 99 09 97;;;;
70170000;Location et Entretien d'Instruments de Musique;;;;;;;;;;
70130000;Logithèques;;;;;;;;;;
70130000;6526;Cristol'Ludo/Ludothèque du Palais;TAB;43 bis, all. Parmentier;94000;Créteil;01 42 07 58 54;;;;
70140000;Médiathèques;;;;;;;;;;
70140000;6386;Direction des Médiathèques de Créteil;TAB;22, r. de Mesly;94000;Créteil;01 41 94 30 11;;;;
70150000;Musées;;;;;;;;;;
70010000;Service Municipal;;;;;;;;;;
70160000;Théâtre;;;;;;;;;;
70160000;6536;Théâtre de l'Estrade;TAB;16, r. Jules Joffrin - St Maur et Club de Créteil;94000;Créteil;06 22 36 89 30;;;;Création de pièces contemporaines.
70160000;6537;Théâtre de la Lucarne;TAB;2, r. Saint Christophe;94000;Créteil;01 48 98 16 57;;;;Association de théâtre amateur.
70160000;6538;Théâtre des Coteaux du Sud;TAB;2, r. Victor Schoelcher;94000;Créteil;01 43 77 71 95;;;;Compagnies en résidence : A&A et Porte-Lune. Ateliers de pratique théâtrale hebdomadaires adultes. Partenariat scolaire enfants et jeunes. Stages de formation. Création d'événements culturels.
70160000;6539;TRAC (Théâtre de Recherche et d'Animation de Créteil);TAB;89, av. du Docteur Paul Casalis;94000;Créteil;01 43 78 31 72;;;;"Création, réalisation et exploitation de spectacles ; atelier théâtre pour enfants."
70180000;Vie de Quartier;;;;;;;;;;
70180000;6540;AASM (Association d'animation Saint-Michel);TAB;;94000;Créteil;01 43 99 11 65;;;;"Animations sur le quartier du Mont-Mesly ; accueil, accompagnement et orientation pour les démarches administratives, écrivain public, Café Ami-thé, apprentissage de la langue française."
70180000;6541;APRAC (Association de Promotion du Rat comme Animal de Compagnie);TAB;60, r. des Pinsons - boîte aux lettres 28;94000;Créteil;06 82 77 24 59;;;;
70180000;6542;ARL (Association recontres et loisirs);TAB;Renseignements : 50, r. des Bleuets;94000;Créteil;01 48 99 48 53;;;;Repas, loto, sorties.
70180000;6545;CALM (Club d'animation et loisirs du Montaigut);TAB;53, bd. Montaigut;94000;Créteil;;;;;Thés dansants, couture, gymnastique, pétanque, jeux de société, tennis de table, jeux de plateau, randonnées et visites.
70180000;6546;Comité de sauvegarde du Bras-du-Chapître et de ses abords;TAB;28, all. Centrale;94000;Créteil;01 41 78 60 24;;;;Animations (brocante, troc main verte, Chevalets), fêtes, environnement.
70180000;6547;Elles aussi;TAB;15, pl. Emmanuel Chabrier;94000;Créteil;06 14 61 51 89;;;;Espace intergénérationnel pour les habitants du quartier, projets culturels et citoyens, actions de prévention santé. Réunion tous les mercredis et samedis après-midi.
70180000;6543;Le Chat dans son quartier;TAB;19, all. des Boutons d'Or;94000;Créteil;01 48 98 40 76;;;;Protection et régulation des chats errants.
70180000;6544;Les Amis de Georges Duhamel et de l'Abbaye de Créteil;TAB;5, av. de Verdun;94000;Créteil;01 30 99 39 75;;;;Promotion de l''uvre et de la pensée des artistes de l'Abbaye de Créteil.
40000000;Démarches Administratives;;;;;;;;;;
40080000;Actes Administratifs;;;;;;;;;;
40090000;Actes de reconnaissance;;;;;;;;;;
40090000;14635;Démarches Administratives - Acte de reconnaissance;TAB;;;;;;;;
40070000;Autorisation Parentale de Sortie du Territoire;;;;;;;;;;
40070000;14630;Démarches Administratives - Autorisation Parentale de Sortie du Territoire;TAB;;;;;;;;
40050000;Carte d'Identité;;;;;;;;;;
40050000;14628;Démarches Administratives - Carte d'identité;TAB;;;;;;;;
40120000;Carte grise;;;;;;;;;;
40120000;14638;Démarches Administratives - Certificat d'Immatriculation (ex Carte Grise);TAB;;;;;;;;
40040000;Certificat sur l'Honneur de Vie Commune;;;;;;;;;;
40040000;14627;Démarches Administratives - Certificat sur l'Honneur de Vie Commune;TAB;;;;;;;;
40150000;Concessions de Cimetière;;;;;;;;;;
40150000;14641;Démarches Administratives - Concessions de Cimetières;TAB;;;;;;;;
40030000;Déclaration de Déces;;;;;;;;;;
40030000;14626;Démarches Administratives - Décès;TAB;;;;;;;;
40020000;Déclaration de Naissance;;;;;;;;;;
40020000;14625;Démarches Administratives - Naissances;TAB;;;;;;;;
40140000;Extrait de Casier Judiciaire;;;;;;;;;;
40140000;14640;Démarches Administratives - Extrait de Casier Judiciaire;TAB;;;;;;;;
40110000;Inscriptions sur les Listes Électorales;;;;;;;;;;
40110000;14637;Démarches Administratives - Inscriptions sur les Listes Electorales;TAB;;;;;;;;
40100000;Le Certificat de Nationalité Française (CNF);;;;;;;;;;
40100000;14636;Démarches Administratives - Certificat de Nationalité Française;TAB;;;;;;;;
40010000;Mariage;;;;;;;;;;
40010000;14624;Démarches Administratives - Mariages;TAB;;;;;;;;
40060000;Passeport;;;;;;;;;;
40060000;14629;Démarches Administratives - Passeport;TAB;;;;;;;;
40130000;Recensement;;;;;;;;;;
40130000;14639;Démarches Administratives - Recensement;TAB;;;;;;;;
1060000000;Dépannage Urgent;;;;;;;;;;
1060010000;Chauffage Dépannage;;;;;;;;;;
1060010000;7650;Aux Ateliers des Compagnons;TAB;11 bis, r. Charrier;94000;Créteil;01 43 99 51 76;;;;
